Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
OW31837,California,19174.63407,No,Basic,Bachelor,2/11/2011,Employed,F,74028,Rural,Married,118,10,16,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,53.08,SUV,Medsize
OY20177,Oregon,7089.68396,No,Extended,High School or Below,2/17/2011,Employed,M,52707,Suburban,Married,90,33,66,1,6,Corporate Auto,Corporate L3,Offer3,Branch,432.00,Four-Door Car,Medsize
LZ10377,California,6802.06713,No,Extended,High School or Below,1/22/2011,Employed,M,47451,Suburban,Married,87,0,31,1,6,Personal Auto,Personal L3,Offer2,Agent,417.60,Four-Door Car,Medsize
UB17669,Nevada,2359.423599,Yes,Basic,Bachelor,1/11/2011,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L3,Offer1,Web,352.39,Four-Door Car,Medsize
DP77737,Oregon,15114.40241,Yes,Basic,High School or Below,1/19/2011,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.00,SUV,Medsize
QT39597,Arizona,2926.829158,No,Basic,High School or Below,2/4/2011,Employed,M,26242,Urban,Married,74,5,69,0,1,Personal Auto,Personal L3,Offer2,Branch,347.06,Four-Door Car,Medsize
MQ74051,Arizona,13014.23496,No,Basic,Bachelor,2/15/2011,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353.10,SUV,Medsize
MN98042,California,7901.697919,No,Basic,College,2/1/2011,Employed,M,62291,Suburban,Married,100,1,53,0,3,Personal Auto,Personal L1,Offer2,Web,480.00,Sports Car,Medsize
XJ60303,California,13406.92021,No,Premium,Bachelor,1/18/2011,Employed,F,25048,Suburban,Married,167,0,11,0,5,Personal Auto,Personal L1,Offer1,Agent,801.60,SUV,Medsize
GU42671,Arizona,6106.941981,No,Extended,Bachelor,2/21/2011,Medical Leave,F,16654,Suburban,Married,79,23,31,0,7,Personal Auto,Personal L3,Offer1,Branch,379.20,Four-Door Car,Medsize
DK26322,Washington,12321.83615,No,Basic,High School or Below,1/22/2011,Medical Leave,M,26887,Suburban,Single,113,32,67,0,2,Special Auto,Special L3,Offer1,Web,542.40,SUV,Small
NT75612,Oregon,19338.5293,No,Basic,College,2/2/2011,Employed,F,22784,Urban,Married,70,11,68,0,2,Personal Auto,Personal L2,Offer2,Agent,224.90,Four-Door Car,Medsize
AX28231,Washington,5431.371279,No,Basic,High School or Below,1/1/2011,Employed,M,49345,Urban,Married,69,10,12,0,7,Personal Auto,Personal L3,Offer2,Agent,251.08,Two-Door Car,Medsize
GA89827,Oregon,7329.828776,No,Basic,College,1/11/2011,Unemployed,M,0,Suburban,Single,70,4,63,0,2,Personal Auto,Personal L3,Offer1,Agent,622.38,Four-Door Car,Medsize
UX91266,California,3484.141641,No,Extended,Bachelor,1/10/2011,Employed,M,34307,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.03,Four-Door Car,Medsize
UC10048,Oregon,6964.051797,No,Extended,College,2/19/2011,Unemployed,F,0,Suburban,Married,95,19,41,1,9,Corporate Auto,Corporate L2,Offer1,Web,629.65,Four-Door Car,Medsize
CY90231,Nevada,25253.10198,No,Basic,Master,2/26/2011,Employed,M,44096,Suburban,Divorced,72,28,65,1,2,Personal Auto,Personal L2,Offer1,Branch,345.60,Four-Door Car,Small
QD26729,California,2523.654743,No,Basic,College,1/20/2011,Employed,M,43204,Urban,Married,64,31,19,3,1,Personal Auto,Personal L1,Offer4,Branch,246.07,Four-Door Car,Medsize
RZ98310,Nevada,17349.03226,No,Extended,Bachelor,2/28/2011,Unemployed,F,0,Suburban,Married,92,3,7,0,2,Personal Auto,Personal L3,Offer1,Call Center,441.60,Four-Door Car,Medsize
VJ73478,Oregon,4058.668736,No,Basic,Bachelor,2/22/2011,Unemployed,M,0,Suburban,Single,117,13,69,0,1,Personal Auto,Personal L1,Offer3,Web,842.40,Sports Car,Medsize
KR29524,Oregon,4742.617289,No,Basic,Bachelor,2/26/2011,Employed,F,78596,Rural,Married,118,1,70,0,1,Personal Auto,Personal L1,Offer1,Branch,133.91,SUV,Medsize
ID58813,California,4363.599418,No,Basic,Bachelor,1/17/2011,Employed,M,38925,Rural,Divorced,112,10,48,0,1,Personal Auto,Personal L1,Offer3,Agent,241.30,Sports Car,Medsize
SL98898,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/2011,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.20,Sports Car,Medsize
LH90819,California,4210.096739,No,Basic,Master,2/22/2011,Employed,M,21885,Rural,Single,108,7,29,0,1,Corporate Auto,Corporate L2,Offer3,Agent,52.34,SUV,Large
OL55220,California,5241.142484,No,Basic,Bachelor,1/28/2011,Employed,F,48345,Urban,Single,67,7,1,0,7,Personal Auto,Personal L3,Offer2,Web,212.01,Four-Door Car,Large
YU90693,California,2481.842224,No,Basic,High School or Below,1/13/2011,Employed,F,77993,Suburban,Single,62,26,10,0,1,Personal Auto,Personal L1,Offer2,Agent,297.60,Four-Door Car,Medsize
NM70181,Oregon,3585.942995,No,Extended,Master,1/15/2011,Employed,M,25748,Rural,Married,90,9,23,0,1,Personal Auto,Personal L1,Offer3,Call Center,117.87,Four-Door Car,Medsize
ZU30804,California,5498.940679,Yes,Basic,College,2/5/2011,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.40,Four-Door Car,Medsize
ZT31931,Oregon,10377.36842,No,Extended,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Married,95,1,69,0,2,Personal Auto,Personal L2,Offer2,Web,579.45,Two-Door Car,Medsize
BS29584,Oregon,2589.695091,No,Basic,College,2/20/2011,Unemployed,F,0,Suburban,Single,73,6,11,0,1,Personal Auto,Personal L3,Offer1,Web,350.40,Four-Door Car,Medsize
SX63814,Arizona,9312.585034,No,Premium,High School or Below,2/13/2011,Employed,M,75986,Rural,Married,115,11,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,89.12,Four-Door Car,Medsize
YL81070,Oregon,14396.24222,No,Extended,High School or Below,2/5/2011,Unemployed,M,0,Suburban,Single,205,14,63,0,4,Personal Auto,Personal L1,Offer1,Call Center,1476.00,Luxury Car,Medsize
RW24925,Oregon,31920.76916,No,Basic,College,1/28/2011,Employed,F,58542,Rural,Married,114,29,82,0,2,Personal Auto,Personal L3,Offer2,Branch,129.99,SUV,Medsize
FB84409,Arizona,4921.325084,No,Basic,Bachelor,2/8/2011,Employed,M,43640,Rural,Married,64,10,99,2,3,Personal Auto,Personal L2,Offer2,Agent,1.21,Four-Door Car,Medsize
YP38413,Oregon,25805.50599,No,Basic,College,2/28/2011,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Offer1,Agent,313.37,Two-Door Car,Medsize
ZE53116,Arizona,5963.818306,No,Basic,High School or Below,2/17/2011,Employed,M,94115,Suburban,Married,74,28,41,0,8,Personal Auto,Personal L2,Offer3,Call Center,409.09,Four-Door Car,Small
SU95720,California,8923.113112,No,Extended,High School or Below,1/14/2011,Unemployed,M,0,Suburban,Married,125,22,80,0,9,Personal Auto,Personal L3,Offer4,Branch,900.00,SUV,Small
UM94104,Oregon,5214.971007,No,Basic,High School or Below,1/1/2011,Employed,M,65375,Rural,Married,65,9,84,0,3,Personal Auto,Personal L3,Offer4,Branch,6.08,Four-Door Car,Medsize
ET64307,California,12522.53868,No,Basic,Bachelor,2/11/2011,Employed,F,44341,Urban,Married,105,15,56,0,2,Personal Auto,Personal L2,Offer1,Agent,355.11,Sports Car,Medsize
XD32841,Oregon,13897.38856,No,Premium,Bachelor,2/23/2011,Medical Leave,M,24378,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Offer1,Agent,902.40,SUV,Medsize
SI90461,Washington,3372.420457,No,Extended,High School or Below,2/8/2011,Employed,F,93489,Rural,Divorced,84,16,72,0,1,Corporate Auto,Corporate L3,Offer2,Agent,104.28,Four-Door Car,Medsize
RV75918,California,7809.515468,No,Extended,College,1/23/2011,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Offer3,Agent,341.43,Four-Door Car,Medsize
DZ64604,California,12269.41862,No,Premium,High School or Below,2/12/2011,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Offer2,Branch,739.20,SUV,Small
WF98532,California,3123.080994,Yes,Basic,Bachelor,2/19/2011,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.12,SUV,Large
GQ15613,Arizona,8004.214781,No,Basic,High School or Below,1/7/2011,Employed,F,54008,Suburban,Married,67,18,90,0,2,Personal Auto,Personal L3,Offer2,Branch,370.50,Four-Door Car,Medsize
XU63766,Oregon,8105.872317,No,Basic,Bachelor,2/1/2011,Unemployed,F,0,Urban,Married,74,15,61,0,2,Personal Auto,Personal L3,Offer1,Branch,232.01,Four-Door Car,Medsize
VU35401,Nevada,2758.703811,No,Basic,High School or Below,1/18/2011,Employed,F,44619,Urban,Married,68,35,45,0,1,Corporate Auto,Corporate L2,Offer2,Web,283.67,Four-Door Car,Medsize
NH95163,Oregon,3707.282365,No,Premium,College,2/24/2011,Medical Leave,F,16476,Urban,Divorced,101,29,25,0,1,Personal Auto,Personal L3,Offer1,Web,313.89,Four-Door Car,Medsize
CD55111,California,30154.68108,No,Extended,Master,1/2/2011,Employed,M,73359,Rural,Married,94,17,24,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,107.19,Two-Door Car,Medsize
TQ73797,California,8099.838433,No,Basic,Bachelor,2/11/2011,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Offer2,Branch,499.20,SUV,Small
CC43119,California,2921.490461,No,Basic,Bachelor,1/19/2011,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.09,Two-Door Car,Medsize
CD38665,California,14510.44376,No,Basic,High School or Below,2/1/2011,Employed,M,41433,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Offer2,Call Center,1317.60,Luxury Car,Medsize
JM30137,Washington,16793.9728,No,Extended,College,2/9/2011,Unemployed,F,0,Suburban,Single,238,29,90,1,4,Personal Auto,Personal L3,Offer2,Call Center,1142.40,Luxury Car,Large
CJ29883,Arizona,5332.462694,Yes,Basic,Doctor,2/22/2011,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.58,Four-Door Car,Medsize
LJ35581,Washington,10025.91827,No,Premium,Bachelor,2/28/2011,Unemployed,F,0,Suburban,Single,141,25,27,0,3,Personal Auto,Personal L3,Offer2,Agent,1015.20,SUV,Medsize
DL11519,Oregon,6875.606133,No,Basic,College,2/27/2011,Unemployed,M,0,Suburban,Single,104,24,49,0,6,Special Auto,Special L2,Offer1,Branch,748.80,SUV,Medsize
AK11719,California,2272.30731,No,Basic,Master,1/24/2011,Unemployed,M,0,Urban,Single,64,35,59,0,1,Corporate Auto,Corporate L3,Offer3,Agent,286.12,Four-Door Car,Medsize
YL91288,California,8923.154803,No,Basic,Master,2/2/2011,Employed,F,98044,Urban,Single,73,5,53,0,2,Personal Auto,Personal L2,Offer3,Branch,347.34,Four-Door Car,Small
XV53746,California,16484.01644,No,Basic,High School or Below,2/21/2011,Employed,F,91354,Suburban,Married,68,30,26,0,2,Special Auto,Special L2,Offer2,Agent,361.65,Two-Door Car,Medsize
HU57895,Washington,6860.592636,No,Basic,College,2/4/2011,Unemployed,F,0,Suburban,Divorced,109,5,20,4,7,Corporate Auto,Corporate L1,Offer1,Call Center,605.14,Sports Car,Medsize
MI95708,Arizona,12947.68269,No,Premium,High School or Below,2/13/2011,Retired,F,15083,Suburban,Married,115,25,14,0,2,Personal Auto,Personal L3,Offer1,Call Center,552.00,Four-Door Car,Large
AX45422,California,13786.70272,No,Basic,High School or Below,1/19/2011,Unemployed,F,0,Suburban,Married,61,21,24,0,2,Personal Auto,Personal L2,Offer1,Call Center,370.76,Four-Door Car,Medsize
KT92231,Oregon,7706.032636,No,Basic,Bachelor,1/2/2011,Unemployed,M,0,Suburban,Single,107,15,63,0,8,Personal Auto,Personal L1,Offer1,Agent,1267.71,Sports Car,Medsize
BM53580,Oregon,8520.145801,No,Extended,Bachelor,1/18/2011,Unemployed,F,0,Rural,Divorced,80,30,96,0,2,Personal Auto,Personal L2,Offer1,Agent,69.14,Four-Door Car,Medsize
ZB32409,California,2242.226055,No,Basic,Bachelor,2/11/2011,Unemployed,F,0,Suburban,Single,67,15,75,3,1,Personal Auto,Personal L1,Offer1,Agent,618.36,Four-Door Car,Medsize
XA21742,California,27069.49674,No,Extended,Bachelor,1/8/2011,Employed,F,22955,Suburban,Single,92,6,23,3,2,Personal Auto,Personal L3,Offer3,Branch,441.60,Four-Door Car,Small
RD22761,Washington,20579.69157,No,Basic,Bachelor,1/16/2011,Unemployed,M,0,Suburban,Single,69,5,26,0,2,Personal Auto,Personal L3,Offer3,Call Center,566.67,Four-Door Car,Medsize
PZ10136,Oregon,2465.616631,No,Basic,Master,1/17/2011,Employed,M,51641,Rural,Single,63,8,80,1,1,Personal Auto,Personal L3,Offer1,Agent,137.09,Four-Door Car,Medsize
OG62048,California,9052.951051,No,Basic,Master,2/8/2011,Medical Leave,F,10211,Suburban,Divorced,119,7,16,0,7,Personal Auto,Personal L2,Offer3,Branch,571.20,SUV,Medsize
IH23596,California,2546.364668,No,Basic,Bachelor,2/23/2011,Unemployed,F,0,Urban,Divorced,68,13,11,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,296.69,Four-Door Car,Medsize
HE72629,Arizona,3007.386248,No,Extended,Bachelor,2/10/2011,Unemployed,F,0,Rural,Divorced,80,31,67,0,1,Personal Auto,Personal L3,Offer1,Branch,16.52,Two-Door Car,Large
KW52549,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/2011,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Personal Auto,Personal L3,Offer2,Web,395.73,Four-Door Car,Medsize
OZ82391,California,6289.014959,No,Extended,Master,1/9/2011,Employed,M,50269,Rural,Divorced,80,15,88,0,3,Personal Auto,Personal L1,Offer2,Call Center,32.23,Two-Door Car,Large
HH22446,Nevada,3954.344534,Yes,Basic,Bachelor,2/25/2011,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.08,Sports Car,Large
HW16019,Oregon,7583.189638,No,Basic,Bachelor,2/8/2011,Disabled,M,24133,Rural,Married,68,20,42,0,2,Personal Auto,Personal L1,Offer4,Call Center,76.03,Two-Door Car,Medsize
IS30186,California,6186.497831,No,Extended,College,1/31/2011,Employed,F,88375,Rural,Divorced,77,23,11,0,3,Personal Auto,Personal L2,Offer2,Agent,0.42,Four-Door Car,Medsize
HN45134,Arizona,5757.442258,Yes,Basic,Master,1/31/2011,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.04,Four-Door Car,Small
XI79589,California,4473.883999,No,Extended,High School or Below,2/16/2011,Unemployed,F,0,Suburban,Divorced,125,2,84,0,1,Personal Auto,Personal L1,Offer1,Branch,600.00,SUV,Medsize
LK57294,Oregon,4786.009693,No,Basic,High School or Below,2/25/2011,Employed,M,23402,Suburban,Married,61,29,38,0,7,Personal Auto,Personal L1,Offer4,Call Center,292.80,Four-Door Car,Medsize
JM88889,California,12244.9049,No,Premium,High School or Below,2/25/2011,Employed,F,46396,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Offer1,Agent,384.01,Four-Door Car,Medsize
EZ51276,Arizona,7121.080412,No,Extended,College,1/18/2011,Unemployed,F,0,Suburban,Married,96,28,62,0,4,Personal Auto,Personal L1,Offer1,Agent,460.80,Four-Door Car,Medsize
JF16295,Oregon,7547.762822,No,Premium,High School or Below,2/16/2011,Unemployed,F,0,Suburban,Married,102,34,37,0,3,Personal Auto,Personal L2,Offer3,Agent,489.60,Four-Door Car,Medsize
XU76821,California,20380.06652,No,Basic,College,2/3/2011,Employed,F,33175,Rural,Single,66,31,76,0,2,Corporate Auto,Corporate L3,Offer3,Agent,84.52,Two-Door Car,Medsize
KR62128,California,9011.764865,No,Basic,Master,1/26/2011,Employed,F,63885,Rural,Single,114,0,17,0,8,Personal Auto,Personal L3,Offer2,Agent,86.48,SUV,Medsize
TG70775,California,20096.89337,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L3,Offer2,Agent,379.03,Two-Door Car,Large
XR75319,Arizona,4786.889347,No,Basic,College,1/2/2011,Employed,M,45515,Urban,Married,61,14,33,0,9,Personal Auto,Personal L3,Offer2,Call Center,236.91,Two-Door Car,Large
QB26845,Oregon,11578.12643,No,Basic,Bachelor,1/13/2011,Unemployed,M,0,Suburban,Single,115,21,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1163.62,SUV,Medsize
No94161,California,2719.431536,No,Basic,High School or Below,2/15/2011,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.12,Two-Door Car,Medsize
SQ87105,Oregon,4760.941906,No,Basic,Bachelor,2/24/2011,Unemployed,F,0,Suburban,Single,68,9,1,0,6,Corporate Auto,Corporate L3,Offer1,Web,489.60,Four-Door Car,Medsize
XM14899,Oregon,8701.363763,No,Extended,College,2/12/2011,Unemployed,M,0,Suburban,Married,122,8,32,0,6,Personal Auto,Personal L3,Offer4,Agent,684.85,SUV,Medsize
QQ51185,Nevada,2659.495086,No,Basic,College,1/3/2011,Employed,F,64987,Urban,Married,66,17,90,0,1,Personal Auto,Personal L3,Offer2,Web,182.93,Four-Door Car,Small
XW51700,Arizona,5139.561422,No,Basic,High School or Below,2/14/2011,Employed,F,73180,Rural,Single,64,27,43,0,3,Personal Auto,Personal L3,Offer3,Call Center,132.54,Four-Door Car,Medsize
YK60829,Oregon,20096.89337,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71,17,15,0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.03,Two-Door Car,Large
FB68802,Arizona,4025.095533,No,Basic,College,2/15/2011,Unemployed,M,0,Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Offer3,Agent,571.20,SUV,Small
ON67674,California,2771.045031,Yes,Basic,College,1/11/2011,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.92,Two-Door Car,Medsize
MS20849,California,6745.886896,No,Extended,College,2/21/2011,Employed,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Offer1,Agent,209.47,Four-Door Car,Medsize
VK94354,Oregon,9259.715798,No,Extended,Master,1/8/2011,Unemployed,M,0,Rural,Married,127,11,86,0,3,Special Auto,Special L2,Offer1,Call Center,22.48,SUV,Small
PZ53130,California,8467.267232,No,Basic,College,1/14/2011,Medical Leave,F,16370,Urban,Married,74,4,54,0,2,Personal Auto,Personal L2,Offer3,Branch,296.05,Two-Door Car,Large
HV75704,California,22762.21479,No,Basic,Bachelor,2/26/2011,Employed,F,70521,Suburban,Married,63,13,26,0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.40,Four-Door Car,Small
GU18646,Oregon,9332.494982,No,Extended,Bachelor,2/7/2011,Employed,M,58007,Suburban,Single,81,23,71,0,2,Special Auto,Special L3,Offer1,Agent,518.35,Two-Door Car,Small
LI77073,Oregon,7100.3251,No,Premium,College,2/6/2011,Employed,M,31670,Suburban,Married,179,33,3,0,1,Corporate Auto,Corporate L3,Offer3,Agent,1288.80,Sports Car,Large
FW43809,Oregon,8007.399376,Yes,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,537.60,Sports Car,Medsize
WC11515,Arizona,19511.99782,No,Basic,Bachelor,1/16/2011,Unemployed,F,0,Suburban,Single,70,28,26,0,2,Corporate Auto,Corporate L3,Offer2,Web,491.11,Four-Door Car,Medsize
ZT52415,Oregon,8145.985919,No,Basic,Bachelor,1/1/2011,Employed,F,62534,Suburban,Married,68,10,1,0,2,Personal Auto,Personal L1,Offer2,Branch,326.40,Two-Door Car,Medsize
PH83205,Oregon,2810.464447,Yes,Basic,Bachelor,2/27/2011,Employed,M,26790,Suburban,Married,71,4,41,0,1,Corporate Auto,Corporate L3,Offer2,Agent,340.80,Two-Door Car,Medsize
GI46001,California,6846.150323,Yes,Extended,Bachelor,1/27/2011,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,456.00,Two-Door Car,Large
DY27653,Oregon,3755.806897,No,Extended,High School or Below,1/4/2011,Employed,F,56178,Suburban,Married,94,1,39,0,1,Personal Auto,Personal L3,Offer2,Branch,451.20,Four-Door Car,Medsize
GB70718,Arizona,2393.036297,No,Basic,High School or Below,1/23/2011,Medical Leave,F,28646,Suburban,Married,61,11,50,0,1,Personal Auto,Personal L1,Offer2,Web,355.03,Four-Door Car,Small
YE12395,Oregon,40636.66734,No,Extended,High School or Below,1/15/2011,Employed,M,31267,Suburban,Married,129,4,45,0,2,Personal Auto,Personal L2,Offer4,Web,619.20,Sports Car,Large
MA94219,Nevada,9067.658438,No,Premium,College,1/5/2011,Employed,M,78250,Suburban,Married,114,7,66,0,6,Personal Auto,Personal L3,Offer2,Branch,547.20,Four-Door Car,Medsize
FJ28407,California,5619.689084,Yes,Premium,High School or Below,1/26/2011,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L1,Offer2,Web,1027.00,SUV,Medsize
CJ72056,California,8013.895125,No,Basic,Bachelor,1/17/2011,Employed,M,65636,Suburban,Married,67,15,72,0,2,Personal Auto,Personal L2,Offer2,Call Center,321.60,Four-Door Car,Medsize
QU52713,California,4089.036013,No,Basic,Bachelor,2/6/2011,Employed,M,43177,Urban,Married,103,34,74,0,1,Corporate Auto,Corporate L3,Offer2,Agent,420.97,SUV,Medsize
FE20514,Oregon,5065.486772,No,Basic,College,1/16/2011,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Offer2,Web,218.72,Four-Door Car,Medsize
RY43586,Oregon,8372.851175,No,Basic,Master,1/12/2011,Disabled,F,12590,Rural,Married,73,22,1,0,2,Personal Auto,Personal L3,Offer1,Agent,132.50,Two-Door Car,Medsize
SK66747,Washington,66025.75407,No,Basic,Bachelor,2/22/2011,Employed,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1194.89,Luxury SUV,Medsize
SC31713,California,8175.315246,No,Extended,College,1/31/2011,Unemployed,F,0,Suburban,Single,80,25,80,0,2,Personal Auto,Personal L3,Offer1,Agent,384.00,Four-Door Car,Medsize
TH72420,Oregon,8720.458745,No,Basic,Doctor,1/5/2011,Employed,M,25752,Suburban,Married,73,28,85,0,2,Personal Auto,Personal L3,Offer4,Agent,378.26,Two-Door Car,Small
FD75102,California,3237.500928,No,Extended,College,1/29/2011,Disabled,F,27982,Rural,Divorced,87,15,74,0,1,Personal Auto,Personal L3,Offer4,Call Center,14.74,Two-Door Car,Medsize
LW75453,California,5354.612433,No,Basic,Bachelor,1/12/2011,Employed,M,29445,Suburban,Married,68,0,31,0,9,Personal Auto,Personal L3,Offer3,Call Center,334.02,Four-Door Car,Medsize
BS96517,Washington,2375.001798,No,Basic,College,2/5/2011,Employed,F,47455,Urban,Single,61,1,61,0,1,Personal Auto,Personal L1,Offer1,Agent,278.80,Four-Door Car,Medsize
SO55284,Nevada,8646.504109,Yes,Basic,High School or Below,1/2/2011,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L1,Offer2,Branch,369.82,SUV,Large
SD83603,Oregon,6672.127831,No,Extended,College,2/13/2011,Employed,F,56830,Urban,Married,83,6,27,0,9,Personal Auto,Personal L1,Offer2,Agent,319.80,Two-Door Car,Medsize
JQ68425,California,12919.41828,No,Basic,College,1/23/2011,Employed,M,58236,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.25,SUV,Small
VM51572,Washington,7385.359236,No,Basic,Bachelor,2/23/2011,Employed,M,54289,Suburban,Married,62,32,13,0,2,Personal Auto,Personal L2,Offer2,Call Center,430.09,Four-Door Car,Medsize
JH58282,California,7200.664877,Yes,Basic,College,1/26/2011,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.80,Four-Door Car,Medsize
WP23743,California,7281.715134,No,Extended,College,2/7/2011,Employed,M,47482,Suburban,Married,93,19,45,0,3,Corporate Auto,Corporate L1,Offer2,Branch,594.18,Four-Door Car,Small
DS47984,Arizona,3237.996209,Yes,Extended,Master,1/16/2011,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326.28,Four-Door Car,Medsize
UV52613,Arizona,2722.986709,No,Basic,College,2/3/2011,Disabled,M,20867,Suburban,Married,71,0,79,0,1,Personal Auto,Personal L3,Offer4,Agent,340.80,Four-Door Car,Medsize
XM96138,California,11277.72488,No,Extended,Master,2/1/2011,Employed,M,98138,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Offer3,Agent,427.53,Four-Door Car,Medsize
HF95739,California,8555.887254,No,Extended,High School or Below,1/29/2011,Unemployed,M,0,Suburban,Single,81,6,49,0,2,Personal Auto,Personal L3,Offer2,Call Center,583.20,Four-Door Car,Medsize
HG81101,Washington,2911.923334,No,Basic,Bachelor,1/11/2011,Employed,F,20327,Suburban,Married,74,26,44,0,1,Personal Auto,Personal L1,Offer3,Web,824.25,Four-Door Car,Medsize
VN27419,Oregon,10083.48688,Yes,Extended,High School or Below,2/19/2011,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.48,Four-Door Car,Large
VZ59523,Arizona,5704.977144,No,Basic,Doctor,1/21/2011,Employed,M,50695,Rural,Married,71,31,30,0,5,Personal Auto,Personal L3,Offer1,Call Center,110.57,Two-Door Car,Large
UF91715,Nevada,7664.80924,No,Premium,High School or Below,1/22/2011,Unemployed,M,0,Suburban,Single,107,14,90,0,3,Personal Auto,Personal L3,Offer1,Agent,770.40,Four-Door Car,Medsize
JV13438,Oregon,4909.027487,No,Basic,High School or Below,1/24/2011,Employed,M,98693,Suburban,Married,61,7,57,0,3,Personal Auto,Personal L2,Offer2,Agent,292.80,Four-Door Car,Small
MN82687,Oregon,5470.060561,Yes,Extended,Bachelor,2/17/2011,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,702.99,SUV,Medsize
MR50410,Nevada,5067.002561,No,Extended,College,2/24/2011,Employed,M,89703,Urban,Married,126,6,54,0,1,Personal Auto,Personal L1,Offer4,Branch,601.98,SUV,Medsize
DT53270,Washington,4896.271406,No,Basic,College,1/7/2011,Unemployed,F,0,Suburban,Single,71,9,6,0,3,Personal Auto,Personal L3,Offer2,Agent,421.15,Four-Door Car,Large
DA79098,California,4572.041785,No,Basic,Bachelor,1/19/2011,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Offer1,Agent,357.15,Two-Door Car,Small
FY86121,Oregon,8237.376444,No,Basic,College,1/8/2011,Employed,M,70882,Rural,Married,69,20,50,0,2,Personal Auto,Personal L3,Offer1,Agent,124.38,Four-Door Car,Medsize
